week,skill,count,co_skills
2025-W06,go,69.9,"['agile', 'android', 'angular']"
2025-W06,graphql,67.7,"['agile', 'android', 'angular']"
2025-W06,ios,66.9,"['agile', 'android', 'angular']"
2025-W06,flask,64.2,"['agile', 'android', 'angular']"
2025-W06,vue,57.8,"['agile', 'android', 'angular']"
2025-W06,rust,45.2,"['agile', 'android', 'angular']"
2025-W06,scala,38.5,"['agile', 'android', 'angular']"
2025-W06,swift,38.5,"['agile', 'android', 'angular']"
2025-W06,svelte,31.4,"['agile', 'android', 'angular']"
2025-W06,ruby,29.9,"['agile', 'android', 'angular']"
2025-W07,python,267.1,"['agile', 'android', 'angular']"
2025-W07,javascript,251.6,"['agile', 'android', 'angular']"
2025-W07,java,241.0,"['agile', 'android', 'angular']"
2025-W07,react,230.8,"['agile', 'android', 'angular']"
2025-W07,aws,213.9,"['agile', 'android', 'angular']"
2025-W07,docker,183.4,"['agile', 'android', 'angular']"
2025-W07,machine learning,181.2,"['agile', 'android', 'angular']"
2025-W07,csharp,180.7,"['agile', 'android', 'angular']"
2025-W07,nodejs,180.6,"['agile', 'android', 'angular']"
2025-W07,mysql,166.9,"['agile', 'android', 'angular']"
2025-W07,azure,162.8,"['agile', 'android', 'angular']"
2025-W07,dotnet,158.6,"['agile', 'android', 'angular']"
2025-W07,devops,154.6,"['agile', 'android', 'angular']"
2025-W07,angular,151.9,"['agile', 'android', 'aws']"
2025-W07,cybersecurity,145.0,"['agile', 'android', 'angular']"
2025-W07,flutter,143.2,"['agile', 'android', 'angular']"
2025-W07,data science,141.6,"['agile', 'android', 'angular']"
2025-W07,typescript,140.9,"['agile', 'android', 'angular']"
2025-W07,blockchain,139.4,"['agile', 'android', 'angular']"
2025-W07,postgresql,138.1,"['agile', 'android', 'angular']"
2025-W07,android,135.9,"['agile', 'angular', 'aws']"
2025-W07,agile,133.8,"['android', 'angular', 'aws']"
2025-W07,spring,130.7,"['agile', 'android', 'angular']"
2025-W07,llm,128.0,"['agile', 'android', 'angular']"
2025-W07,php,127.5,"['agile', 'android', 'angular']"
2025-W07,kubernetes,119.8,"['agile', 'android', 'angular']"
2025-W07,deep learning,118.6,"['agile', 'android', 'angular']"
2025-W07,next.js,116.7,"['agile', 'android', 'angular']"
2025-W07,pytorch,113.9,"['agile', 'android', 'angular']"
2025-W07,google cloud,111.2,"['agile', 'android', 'angular']"
2025-W07,go,103.6,"['agile', 'android', 'angular']"
2025-W07,tailwind,103.2,"['agile', 'android', 'angular']"
2025-W07,mongodb,102.3,"['agile', 'android', 'angular']"
2025-W07,data engineering,101.9,"['agile', 'android', 'angular']"
2025-W07,tensorflow,99.8,"['agile', 'android', 'angular']"
2025-W07,django,96.9,"['agile', 'android', 'angular']"
2025-W07,fastapi,96.2,"['agile', 'android', 'angular']"
2025-W07,react native,94.5,"['agile', 'android', 'angular']"
2025-W07,langchain,92.8,"['agile', 'android', 'angular']"
2025-W07,laravel,90.4,"['agile', 'android', 'angular']"
2025-W07,terraform,88.1,"['agile', 'android', 'angular']"
2025-W07,microservices,84.4,"['agile', 'android', 'angular']"
2025-W07,redis,81.1,"['agile', 'android', 'angular']"
2025-W07,kotlin,79.9,"['agile', 'android', 'angular']"
2025-W07,cpp,79.5,"['agile', 'android', 'angular']"
2025-W07,dart,76.0,"['agile', 'android', 'angular']"
2025-W07,ios,73.9,"['agile', 'android', 'angular']"
2025-W07,graphql,69.1,"['agile', 'android', 'angular']"
2025-W07,elasticsearch,68.0,"['agile', 'android', 'angular']"
2025-W07,flask,68.0,"['agile', 'android', 'angular']"
2025-W07,rust,67.1,"['agile', 'android', 'angular']"
2025-W07,scikit-learn,63.2,"['agile', 'android', 'angular']"
2025-W07,vue,62.5,"['agile', 'android', 'angular']"
2025-W07,swift,52.8,"['agile', 'android', 'angular']"
2025-W07,ruby,50.9,"['agile', 'android', 'angular']"
2025-W07,svelte,39.1,"['agile', 'android', 'angular']"
2025-W07,scala,33.8,"['agile', 'android', 'angular']"
2025-W08,python,262.8,"['agile', 'android', 'angular']"
2025-W08,javascript,259.9,"['agile', 'android', 'angular']"
2025-W08,java,257.5,"['agile', 'android', 'angular']"
2025-W08,react,237.8,"['agile', 'android', 'angular']"
2025-W08,aws,208.0,"['agile', 'android', 'angular']"
2025-W08,nodejs,182.6,"['agile', 'android', 'angular']"
2025-W08,docker,181.3,"['agile', 'android', 'angular']"
2025-W08,machine learning,179.5,"['agile', 'android', 'angular']"
2025-W08,azure,169.6,"['agile', 'android', 'angular']"
2025-W08,csharp,161.0,"['agile', 'android', 'angular']"
2025-W08,mysql,160.8,"['agile', 'android', 'angular']"
2025-W08,devops,159.7,"['agile', 'android', 'angular']"
2025-W08,dotnet,153.4,"['agile', 'android', 'angular']"
2025-W08,typescript,151.6,"['agile', 'android', 'angular']"
2025-W08,angular,147.1,"['agile', 'android', 'aws']"
2025-W08,data science,145.5,"['agile', 'android', 'angular']"
2025-W08,blockchain,144.5,"['agile', 'android', 'angular']"
2025-W08,flutter,143.8,"['agile', 'android', 'angular']"
2025-W08,cybersecurity,140.4,"['agile', 'android', 'angular']"
2025-W08,llm,133.6,"['agile', 'android', 'angular']"
2025-W08,spring,132.9,"['agile', 'android', 'angular']"
2025-W08,postgresql,132.4,"['agile', 'android', 'angular']"
2025-W08,next.js,128.9,"['agile', 'android', 'angular']"
2025-W08,mongodb,128.3,"['agile', 'android', 'angular']"
2025-W08,android,126.6,"['agile', 'angular', 'aws']"
2025-W08,agile,121.2,"['android', 'angular', 'aws']"
2025-W08,deep learning,119.6,"['agile', 'android', 'angular']"
2025-W08,google cloud,119.4,"['agile', 'android', 'angular']"
2025-W08,tailwind,118.7,"['agile', 'android', 'angular']"
2025-W08,php,117.1,"['agile', 'android', 'angular']"
2025-W08,pytorch,116.7,"['agile', 'android', 'angular']"
2025-W08,data engineering,111.6,"['agile', 'android', 'angular']"
2025-W08,kubernetes,104.9,"['agile', 'android', 'angular']"
2025-W08,fastapi,104.8,"['agile', 'android', 'angular']"
2025-W08,redis,101.7,"['agile', 'android', 'angular']"
2025-W08,microservices,100.5,"['agile', 'android', 'angular']"
2025-W08,react native,96.0,[]
2025-W08,langchain,95.6,"['agile', 'android', 'angular']"
2025-W08,laravel,92.2,"['agile', 'android', 'angular']"
2025-W08,django,91.3,"['agile', 'android', 'angular']"
2025-W08,tensorflow,87.5,"['agile', 'android', 'angular']"
2025-W08,cpp,87.3,"['agile', 'android', 'angular']"
2025-W08,go,83.5,"['agile', 'android', 'angular']"
2025-W08,terraform,82.5,"['agile', 'android', 'angular']"
2025-W08,ios,79.3,"['agile', 'android', 'angular']"
2025-W08,kotlin,75.8,"['agile', 'android', 'angular']"
2025-W08,graphql,69.8,"['agile', 'android', 'angular']"
2025-W08,vue,66.6,"['agile', 'android', 'angular']"
2025-W08,scikit-learn,63.8,"['agile', 'android', 'angular']"
2025-W08,elasticsearch,62.8,"['agile', 'android', 'angular']"
2025-W08,flask,55.6,"['agile', 'android', 'angular']"
2025-W08,svelte,54.4,"['agile', 'android', 'angular']"
2025-W08,rust,54.0,"['agile', 'android', 'angular']"
2025-W08,dart,50.6,[]
2025-W08,swift,43.5,"['agile', 'android', 'angular']"
2025-W08,scala,38.8,"['agile', 'android', 'angular']"
2025-W08,ruby,23.1,"['agile', 'android', 'angular']"
2025-W09,java,272.2,"['agile', 'android', 'angular']"
2025-W09,python,271.3,"['agile', 'android', 'angular']"
2025-W09,javascript,253.1,"['agile', 'android', 'angular']"
2025-W09,react,239.3,"['agile', 'android', 'angular']"
2025-W09,aws,217.3,"['agile', 'android', 'angular']"
2025-W09,docker,196.1,"['agile', 'android', 'angular']"
2025-W09,machine learning,178.8,"['agile', 'android', 'angular']"
2025-W09,nodejs,174.5,"['agile', 'android', 'angular']"
2025-W09,azure,173.0,"['agile', 'android', 'angular']"
2025-W09,devops,162.5,"['agile', 'android', 'angular']"
2025-W09,mysql,162.0,"['agile', 'android', 'angular']"
2025-W09,dotnet,160.6,"['agile', 'android', 'angular']"
2025-W09,data science,156.9,"['agile', 'android', 'angular']"
2025-W09,csharp,153.7,"['agile', 'android', 'angular']"
2025-W09,angular,151.5,"['agile', 'android', 'aws']"
2025-W09,cybersecurity,147.3,"['agile', 'android', 'angular']"
2025-W09,llm,147.2,"['agile', 'android', 'angular']"
2025-W09,android,144.2,"['agile', 'angular', 'aws']"
2025-W09,typescript,143.2,"['agile', 'android', 'angular']"
2025-W09,agile,138.4,"['android', 'angular', 'aws']"
2025-W09,postgresql,135.8,"['agile', 'android', 'angular']"
2025-W09,php,134.8,"['agile', 'android', 'angular']"
2025-W09,spring,133.1,"['agile', 'android', 'angular']"
2025-W09,blockchain,132.6,"['agile', 'android', 'angular']"
2025-W09,flutter,132.4,"['agile', 'android', 'angular']"
2025-W09,google cloud,125.6,"['agile', 'android', 'angular']"
2025-W09,kubernetes,125.6,"['agile', 'android', 'angular']"
2025-W09,data engineering,120.5,"['agile', 'android', 'angular']"
2025-W09,deep learning,118.7,"['agile', 'android', 'angular']"
2025-W09,mongodb,118.1,"['agile', 'android', 'angular']"
2025-W09,next.js,111.4,"['agile', 'android', 'angular']"
2025-W09,pytorch,108.7,"['agile', 'android', 'angular']"
2025-W09,terraform,100.5,"['agile', 'android', 'angular']"
2025-W09,django,98.7,"['agile', 'android', 'angular']"
2025-W09,tailwind,98.4,"['agile', 'android', 'angular']"
2025-W09,redis,97.4,"['agile', 'android', 'angular']"
2025-W09,langchain,95.0,"['agile', 'android', 'angular']"
2025-W09,fastapi,92.5,"['agile', 'android', 'angular']"
2025-W09,laravel,90.6,"['agile', 'android', 'angular']"
2025-W09,ios,89.2,"['agile', 'android', 'angular']"
2025-W09,tensorflow,89.2,"['agile', 'android', 'angular']"
2025-W09,microservices,87.0,"['agile', 'android', 'angular']"
2025-W09,react native,85.3,[]
2025-W09,go,82.4,"['agile', 'android', 'angular']"
2025-W09,scikit-learn,77.7,"['agile', 'android', 'angular']"
2025-W09,rust,72.6,"['agile', 'android', 'angular']"
2025-W09,graphql,72.1,"['agile', 'android', 'angular']"
2025-W09,dart,71.9,"['agile', 'android', 'angular']"
2025-W09,vue,66.6,"['agile', 'android', 'angular']"
2025-W09,cpp,63.8,"['agile', 'android', 'angular']"
2025-W09,kotlin,63.0,"['agile', 'android', 'angular']"
2025-W09,elasticsearch,62.7,"['agile', 'android', 'angular']"
2025-W09,flask,59.8,"['agile', 'android', 'angular']"
2025-W09,swift,51.1,"['agile', 'android', 'angular']"
2025-W09,ruby,41.6,"['agile', 'android', 'angular']"
2025-W09,svelte,41.1,"['agile', 'android', 'angular']"
2025-W09,scala,32.5,"['agile', 'android', 'angular']"
2025-W10,python,271.7,"['agile', 'android', 'angular']"
2025-W10,java,260.7,"['agile', 'android', 'angular']"
2025-W10,javascript,249.3,"['agile', 'android', 'angular']"
2025-W10,react,240.6,"['agile', 'android', 'angular']"
2025-W10,aws,199.1,"['agile', 'android', 'angular']"
2025-W10,nodejs,188.2,"['agile', 'android', 'angular']"
2025-W10,machine learning,186.4,"['agile', 'android', 'angular']"
2025-W10,docker,178.2,"['agile', 'android', 'angular']"
2025-W10,mysql,169.3,"['agile', 'android', 'angular']"
2025-W10,llm,162.9,"['agile', 'android', 'angular']"
2025-W10,csharp,157.0,"['agile', 'android', 'angular']"
2025-W10,data science,156.2,"['agile', 'android', 'angular']"
2025-W10,dotnet,155.6,"['agile', 'android', 'angular']"
2025-W10,typescript,155.3,"['agile', 'android', 'angular']"
2025-W10,devops,154.2,"['agile', 'android', 'angular']"
2025-W10,azure,153.9,"['agile', 'android', 'angular']"
2025-W10,spring,148.9,"['agile', 'android', 'angular']"
2025-W10,angular,148.5,"['agile', 'android', 'aws']"
2025-W10,flutter,147.1,"['agile', 'android', 'angular']"
2025-W10,agile,144.9,"['android', 'angular', 'aws']"
2025-W10,postgresql,139.7,"['agile', 'android', 'angular']"
2025-W10,blockchain,131.0,"['agile', 'android', 'angular']"
2025-W10,cybersecurity,130.0,"['agile', 'android', 'angular']"
2025-W10,deep learning,127.4,"['agile', 'android', 'angular']"
2025-W10,php,125.3,"['agile', 'android', 'angular']"
2025-W10,kubernetes,123.2,"['agile', 'android', 'angular']"
2025-W10,google cloud,120.7,"['agile', 'android', 'angular']"
2025-W10,android,118.9,"['agile', 'angular', 'aws']"
2025-W10,mongodb,116.3,"['agile', 'android', 'angular']"
2025-W10,next.js,114.5,"['agile', 'android', 'angular']"
2025-W10,pytorch,112.4,"['agile', 'android', 'angular']"
2025-W10,data engineering,109.8,"['agile', 'android', 'angular']"
2025-W10,django,100.6,"['agile', 'android', 'angular']"
2025-W10,react native,98.4,"['agile', 'android', 'angular']"
2025-W10,tailwind,97.5,"['agile', 'android', 'angular']"
2025-W10,redis,95.5,"['agile', 'android', 'angular']"
2025-W10,go,92.9,"['agile', 'android', 'angular']"
2025-W10,langchain,91.1,"['agile', 'android', 'angular']"
2025-W10,fastapi,88.6,"['agile', 'android', 'angular']"
2025-W10,tensorflow,83.6,"['agile', 'android', 'angular']"
2025-W10,graphql,81.3,"['agile', 'android', 'angular']"
2025-W10,microservices,80.1,"['agile', 'android', 'angular']"
2025-W10,cpp,78.7,"['agile', 'android', 'angular']"
2025-W10,terraform,76.7,"['agile', 'android', 'angular']"
2025-W10,laravel,76.0,"['agile', 'android', 'angular']"
2025-W10,ios,74.2,"['agile', 'android', 'angular']"
2025-W10,kotlin,73.3,"['agile', 'android', 'angular']"
2025-W10,elasticsearch,70.3,"['agile', 'android', 'angular']"
2025-W10,scikit-learn,68.6,"['agile', 'android', 'angular']"
2025-W10,dart,65.3,"['agile', 'android', 'angular']"
2025-W10,vue,62.9,"['agile', 'android', 'angular']"
2025-W10,flask,62.2,"['agile', 'android', 'angular']"
2025-W10,swift,56.6,"['agile', 'android', 'angular']"
2025-W10,rust,48.9,"['agile', 'android', 'angular']"
2025-W10,scala,45.3,"['agile', 'android', 'angular']"
2025-W10,ruby,34.0,"['agile', 'android', 'angular']"
2025-W10,svelte,29.3,"['agile', 'android', 'angular']"
2025-W11,javascript,269.0,"['android', 'angular', 'aws']"
2025-W11,python,268.0,"['android', 'angular', 'aws']"
2025-W11,java,266.8,"['android', 'angular', 'aws']"
2025-W11,react,227.7,"['android', 'angular', 'aws']"
2025-W11,aws,207.8,"['android', 'angular', 'azure']"
2025-W11,nodejs,183.7,"['android', 'angular', 'aws']"
2025-W11,docker,177.2,"['android', 'angular', 'aws']"
2025-W11,dotnet,176.4,"['android', 'angular', 'aws']"
2025-W11,machine learning,174.9,"['android', 'angular', 'aws']"
2025-W11,mysql,166.2,"['android', 'angular', 'aws']"
2025-W11,azure,163.2,"['android', 'angular', 'aws']"
2025-W11,data science,156.3,"['android', 'angular', 'aws']"
2025-W11,csharp,156.1,"['android', 'angular', 'aws']"
2025-W11,postgresql,151.6,"['android', 'angular', 'aws']"
2025-W11,typescript,151.2,"['android', 'angular', 'aws']"
2025-W11,devops,148.6,"['android', 'angular', 'aws']"
2025-W11,flutter,146.8,"['android', 'angular', 'aws']"
2025-W11,llm,146.8,"['android', 'angular', 'aws']"
2025-W11,angular,136.9,"['android', 'aws', 'azure']"
2025-W11,spring,134.9,"['android', 'angular', 'aws']"
2025-W11,deep learning,130.1,"['android', 'angular', 'aws']"
2025-W11,android,128.8,"['angular', 'aws', 'azure']"
2025-W11,cybersecurity,127.1,"['android', 'angular', 'aws']"
2025-W11,pytorch,125.5,"['android', 'angular', 'aws']"
2025-W11,blockchain,124.6,"['android', 'angular', 'aws']"
2025-W11,kubernetes,124.5,"['android', 'angular', 'aws']"
2025-W11,google cloud,119.9,"['android', 'angular', 'aws']"
2025-W11,next.js,119.5,"['android', 'angular', 'aws']"
2025-W11,mongodb,119.3,"['android', 'angular', 'aws']"
2025-W11,agile,118.7,[]
2025-W11,go,116.3,"['android', 'angular', 'aws']"
2025-W11,data engineering,107.8,"['android', 'angular', 'aws']"
2025-W11,php,107.4,"['android', 'angular', 'aws']"
2025-W11,tensorflow,104.1,"['android', 'angular', 'aws']"
2025-W11,langchain,104.0,"['android', 'angular', 'aws']"
2025-W11,fastapi,103.1,"['android', 'angular', 'aws']"
2025-W11,django,97.9,"['android', 'angular', 'aws']"
2025-W11,tailwind,97.0,"['android', 'angular', 'aws']"
2025-W11,react native,96.8,"['android', 'angular', 'aws']"
2025-W11,redis,96.5,"['android', 'angular', 'aws']"
2025-W11,microservices,94.1,"['android', 'angular', 'aws']"
2025-W11,laravel,88.6,"['android', 'angular', 'aws']"
2025-W11,terraform,81.2,"['android', 'angular', 'aws']"
2025-W11,graphql,77.5,"['android', 'angular', 'aws']"
2025-W11,cpp,76.7,"['android', 'angular', 'aws']"
2025-W11,kotlin,73.2,"['android', 'angular', 'aws']"
2025-W11,ios,72.2,"['android', 'angular', 'aws']"
2025-W11,scikit-learn,71.7,"['android', 'angular', 'aws']"
2025-W11,elasticsearch,67.6,"['android', 'angular', 'aws']"
2025-W11,rust,63.7,"['android', 'angular', 'aws']"
2025-W11,dart,59.5,"['android', 'angular', 'aws']"
2025-W11,vue,51.9,"['android', 'angular', 'aws']"
2025-W11,flask,51.8,"['android', 'angular', 'aws']"
2025-W11,svelte,39.4,"['android', 'angular', 'aws']"
2025-W11,swift,38.4,"['android', 'angular', 'aws']"
2025-W11,ruby,31.7,"['android', 'angular', 'aws']"
2025-W11,scala,31.3,"['android', 'angular', 'aws']"
2025-W12,python,281.6,"['agile', 'android', 'angular']"
2025-W12,java,270.4,"['agile', 'android', 'angular']"
2025-W12,javascript,248.6,"['agile', 'android', 'angular']"
2025-W12,react,219.4,"['agile', 'android', 'angular']"
2025-W12,aws,204.1,"['agile', 'android', 'angular']"
2025-W12,docker,191.1,"['agile', 'android', 'angular']"
2025-W12,nodejs,179.7,"['agile', 'android', 'angular']"
2025-W12,csharp,171.9,"['agile', 'android', 'angular']"
2025-W12,llm,170.2,"['agile', 'android', 'angular']"
2025-W12,mysql,169.4,"['agile', 'android', 'angular']"
2025-W12,machine learning,163.2,"['agile', 'android', 'angular']"
2025-W12,angular,161.0,"['agile', 'android', 'aws']"
2025-W12,azure,160.8,"['agile', 'android', 'angular']"
2025-W12,typescript,156.5,"['agile', 'android', 'angular']"
2025-W12,cybersecurity,149.4,"['agile', 'android', 'angular']"
2025-W12,dotnet,148.6,"['agile', 'android', 'angular']"
2025-W12,devops,148.4,"['agile', 'android', 'angular']"
2025-W12,data science,146.8,"['agile', 'android', 'angular']"
2025-W12,spring,143.0,"['agile', 'android', 'angular']"
2025-W12,flutter,138.4,"['agile', 'android', 'angular']"
2025-W12,blockchain,137.2,"['agile', 'android', 'angular']"
2025-W12,postgresql,136.8,"['agile', 'android', 'angular']"
2025-W12,android,129.2,"['agile', 'angular', 'aws']"
2025-W12,agile,127.3,"['android', 'angular', 'aws']"
2025-W12,php,126.0,"['agile', 'android', 'angular']"
2025-W12,mongodb,125.0,"['agile', 'android', 'angular']"
2025-W12,deep learning,124.0,"['agile', 'android', 'angular']"
2025-W12,kubernetes,119.4,"['agile', 'android', 'angular']"
2025-W12,langchain,115.9,"['agile', 'android', 'angular']"
2025-W12,data engineering,115.4,"['agile', 'android', 'angular']"
2025-W12,pytorch,115.0,"['agile', 'android', 'angular']"
2025-W12,fastapi,110.6,"['agile', 'android', 'angular']"
2025-W12,tailwind,109.3,"['agile', 'android', 'angular']"
2025-W12,next.js,109.1,"['agile', 'android', 'angular']"
2025-W12,react native,105.6,"['agile', 'android', 'angular']"
2025-W12,google cloud,104.9,"['agile', 'android', 'angular']"
2025-W12,django,96.2,"['agile', 'android', 'angular']"
2025-W12,microservices,95.8,"['agile', 'android', 'angular']"
2025-W12,laravel,90.1,"['agile', 'android', 'angular']"
2025-W12,terraform,88.1,"['agile', 'android', 'angular']"
2025-W12,go,86.6,"['agile', 'android', 'angular']"
2025-W12,redis,86.4,"['agile', 'android', 'angular']"
2025-W12,cpp,83.7,"['agile', 'android', 'angular']"
2025-W12,tensorflow,81.8,"['agile', 'android', 'angular']"
2025-W12,elasticsearch,80.1,"['agile', 'android', 'angular']"
2025-W12,ios,77.6,"['agile', 'android', 'angular']"
2025-W12,graphql,74.7,"['agile', 'android', 'angular']"
2025-W12,flask,70.7,"['agile', 'android', 'angular']"
2025-W12,scikit-learn,63.9,"['agile', 'android', 'angular']"
2025-W12,swift,63.2,"['agile', 'android', 'angular']"
2025-W12,kotlin,63.0,"['agile', 'android', 'angular']"
2025-W12,rust,59.6,"['agile', 'android', 'angular']"
2025-W12,dart,52.9,"['agile', 'android', 'angular']"
2025-W12,vue,51.6,"['agile', 'android', 'angular']"
2025-W12,svelte,45.0,"['agile', 'android', 'angular']"
2025-W12,ruby,43.9,"['agile', 'android', 'angular']"
2025-W12,scala,33.2,"['agile', 'android', 'angular']"
2025-W13,python,294.3,"['agile', 'android', 'angular']"
2025-W13,java,261.6,"['agile', 'android', 'angular']"
2025-W13,react,244.6,"['agile', 'android', 'angular']"
2025-W13,javascript,244.3,"['agile', 'android', 'angular']"
2025-W13,aws,216.6,"['agile', 'android', 'angular']"
2025-W13,docker,194.3,"['agile', 'android', 'angular']"
2025-W13,machine learning,178.4,"['agile', 'android', 'angular']"
2025-W13,nodejs,177.6,"['agile', 'android', 'angular']"
2025-W13,data science,166.2,"['agile', 'android', 'angular']"
2025-W13,mysql,164.8,"['agile', 'android', 'angular']"
2025-W13,azure,157.9,"['agile', 'android', 'angular']"
2025-W13,llm,157.2,"['agile', 'android', 'angular']"
2025-W13,devops,155.6,"['agile', 'android', 'angular']"
2025-W13,flutter,155.0,"['agile', 'android', 'angular']"
2025-W13,csharp,154.7,"['agile', 'android', 'angular']"
2025-W13,cybersecurity,149.0,"['agile', 'android', 'angular']"
2025-W13,angular,147.9,"['agile', 'android', 'aws']"
2025-W13,dotnet,147.6,"['agile', 'android', 'angular']"
2025-W13,typescript,144.0,"['agile', 'android', 'angular']"
2025-W13,postgresql,141.7,"['agile', 'android', 'angular']"
2025-W13,spring,135.5,"['agile', 'android', 'angular']"
2025-W13,php,133.2,"['agile', 'android', 'angular']"
2025-W13,blockchain,131.8,"['agile', 'android', 'angular']"
2025-W13,android,124.4,"['agile', 'angular', 'aws']"
2025-W13,agile,124.3,"['android', 'angular', 'aws']"
2025-W13,pytorch,124.2,"['agile', 'android', 'angular']"
2025-W13,mongodb,121.5,"['agile', 'android', 'angular']"
2025-W13,langchain,118.1,"['agile', 'android', 'angular']"
2025-W13,kubernetes,117.8,"['agile', 'android', 'angular']"
2025-W13,google cloud,116.5,"['agile', 'android', 'angular']"
2025-W13,data engineering,114.6,"['agile', 'android', 'angular']"
2025-W13,deep learning,114.0,"['agile', 'android', 'angular']"
2025-W13,fastapi,113.9,"['agile', 'android', 'angular']"
2025-W13,tailwind,111.4,"['agile', 'android', 'angular']"
2025-W13,next.js,107.8,"['agile', 'android', 'angular']"
2025-W13,django,94.6,"['agile', 'android', 'angular']"
2025-W13,redis,90.9,"['agile', 'android', 'angular']"
2025-W13,go,90.6,"['agile', 'android', 'angular']"
2025-W13,laravel,90.1,"['agile', 'android', 'angular']"
2025-W13,react native,89.5,"['agile', 'android', 'angular']"
2025-W13,microservices,83.0,"['agile', 'android', 'angular']"
2025-W13,tensorflow,81.2,"['agile', 'android', 'angular']"
2025-W13,terraform,81.0,"['agile', 'android', 'angular']"
2025-W13,vue,80.3,"['agile', 'android', 'angular']"
2025-W13,kotlin,78.6,"['agile', 'android', 'angular']"
2025-W13,ios,75.9,"['agile', 'android', 'angular']"
2025-W13,cpp,75.3,"['agile', 'android', 'angular']"
2025-W13,dart,75.0,"['agile', 'android', 'angular']"
2025-W13,graphql,70.6,"['agile', 'android', 'angular']"
2025-W13,scikit-learn,68.2,"['agile', 'android', 'angular']"
2025-W13,elasticsearch,65.3,"['agile', 'android', 'angular']"
2025-W13,rust,64.4,"['agile', 'android', 'angular']"
2025-W13,flask,53.8,"['agile', 'android', 'angular']"
2025-W13,ruby,45.7,"['agile', 'android', 'angular']"
2025-W13,scala,44.1,"['agile', 'android', 'angular']"
2025-W13,svelte,42.4,"['agile', 'android', 'angular']"
2025-W13,swift,42.4,"['agile', 'android', 'angular']"
2025-W14,python,276.8,"['agile', 'android', 'angular']"
2025-W14,javascript,258.0,"['agile', 'android', 'angular']"
2025-W14,java,252.8,"['agile', 'android', 'angular']"
2025-W14,react,231.0,"['agile', 'android', 'angular']"
2025-W14,nodejs,194.2,"['agile', 'android', 'angular']"
2025-W14,aws,193.2,"['agile', 'android', 'angular']"
2025-W14,azure,190.5,"['agile', 'android', 'angular']"
2025-W14,docker,185.3,"['agile', 'android', 'angular']"
2025-W14,machine learning,180.2,"['agile', 'android', 'angular']"
2025-W14,llm,171.0,"['agile', 'android', 'angular']"
2025-W14,mysql,166.7,"['agile', 'android', 'angular']"
2025-W14,csharp,165.9,"['agile', 'android', 'angular']"
2025-W14,typescript,160.5,"['agile', 'android', 'angular']"
2025-W14,data science,159.2,"['agile', 'android', 'angular']"
2025-W14,dotnet,157.4,"['agile', 'android', 'angular']"
2025-W14,flutter,153.2,"['agile', 'android', 'angular']"
2025-W14,angular,147.7,"['agile', 'android', 'aws']"
2025-W14,cybersecurity,147.4,"['agile', 'android', 'angular']"
2025-W14,devops,145.5,"['agile', 'android', 'angular']"
2025-W14,postgresql,144.4,"['agile', 'android', 'angular']"
2025-W14,android,142.8,"['agile', 'angular', 'aws']"
2025-W14,spring,142.4,"['agile', 'android', 'angular']"
2025-W14,deep learning,130.0,"['agile', 'android', 'angular']"
2025-W14,blockchain,128.1,"['agile', 'android', 'angular']"
2025-W14,langchain,127.1,"['agile', 'android', 'angular']"
2025-W14,next.js,125.5,"['agile', 'android', 'angular']"
2025-W14,google cloud,122.9,"['agile', 'android', 'angular']"
2025-W14,agile,120.7,"['android', 'angular', 'aws']"
2025-W14,kubernetes,120.2,"['agile', 'android', 'angular']"
2025-W14,php,120.2,"['agile', 'android', 'angular']"
2025-W14,data engineering,117.6,"['agile', 'android', 'angular']"
2025-W14,tailwind,115.5,"['agile', 'android', 'angular']"
2025-W14,pytorch,114.6,"['agile', 'android', 'angular']"
2025-W14,mongodb,111.0,"['agile', 'android', 'angular']"
2025-W14,react native,110.8,"['agile', 'android', 'angular']"
2025-W14,fastapi,102.8,"['agile', 'android', 'angular']"
2025-W14,tensorflow,95.2,"['agile', 'android', 'angular']"
2025-W14,microservices,93.5,"['agile', 'android', 'angular']"
2025-W14,go,92.6,"['agile', 'android', 'angular']"
2025-W14,terraform,91.9,"['agile', 'android', 'angular']"
2025-W14,redis,90.7,"['agile', 'android', 'angular']"
2025-W14,django,90.4,"['agile', 'android', 'angular']"
2025-W14,laravel,90.1,"['agile', 'android', 'angular']"
2025-W14,graphql,84.8,"['agile', 'android', 'angular']"
2025-W14,cpp,84.0,"['agile', 'android', 'angular']"
2025-W14,ios,82.3,"['agile', 'android', 'angular']"
2025-W14,scikit-learn,77.6,"['agile', 'android', 'angular']"
2025-W14,kotlin,75.5,"['agile', 'android', 'angular']"
2025-W14,elasticsearch,68.2,"['agile', 'android', 'angular']"
2025-W14,vue,68.0,"['agile', 'android', 'angular']"
2025-W14,flask,64.1,"['agile', 'android', 'angular']"
2025-W14,rust,62.9,"['agile', 'android', 'angular']"
2025-W14,dart,55.4,"['agile', 'android', 'angular']"
2025-W14,swift,53.7,"['agile', 'android', 'angular']"
2025-W14,ruby,35.8,"['agile', 'android', 'angular']"
2025-W14,svelte,29.7,"['agile', 'android', 'angular']"
2025-W14,scala,28.3,"['agile', 'android', 'angular']"
2025-W15,python,279.7,"['android', 'angular', 'aws']"
2025-W15,java,262.5,"['android', 'angular', 'aws']"
2025-W15,javascript,256.5,"['android', 'angular', 'aws']"
