candidate_id,target_role,experience_level,cv_skills_count,required_skills_count,preferred_skills_count,matched_required_count,matched_preferred_count,missing_required_count,missing_preferred_count,required_match_ratio,preferred_match_ratio,project_match_ratio,experience_months,num_projects,has_projects,num_certificates,has_certificates,ats_quality_score,final_score,level
CAND_5162DA4C,Data Analyst,Entry Level,23,10,7,5,3,5,4,0.5,0.42857142857142855,0.058823529411764705,12.0,4.0,1,1.0,1,56.5,42.49,Beginner
CAND_9D77757C,Cloud Engineer,Fresher,27,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,0.0,4.0,1,3.0,1,66.5,15.75,Beginner
CAND_C386EACF,Data Engineer,Entry Level,23,10,15,0,3,9,11,0.0,0.21428571428571427,0.0,12.0,7.0,1,1.0,1,71.5,20.22,Beginner
CAND_8D2B9BC0,Security Engineer,Fresher,20,10,13,1,6,9,5,0.1,0.5454545454545454,0.23809523809523808,0.0,8.0,1,1.0,1,72.0,23.63,Beginner
CAND_58BBD851,QA Engineer,Entry Level,26,10,8,1,2,9,6,0.1,0.25,0.0,12.0,2.0,1,3.0,1,55.0,26.08,Beginner
CAND_45972DB4,Backend Developer,Fresher,25,10,9,3,3,6,6,0.3333333333333333,0.3333333333333333,0.058823529411764705,0.0,2.0,1,4.0,1,55.5,31.66,Beginner
CAND_EF72AEA2,UI/UX Designer,Fresher,25,10,7,0,0,10,7,0.0,0.0,0.0,0.0,3.0,1,1.0,1,54.5,9.72,Beginner
CAND_3B94E007,Product Manager,Entry Level,21,8,0,1,0,7,0,0.125,0.0,0.0,6.0,2.0,1,2.0,1,45.5,18.36,Beginner
CAND_C9C58CE2,Software Engineer,Fresher,26,10,11,6,4,4,6,0.6,0.4,0.25,0.0,4.0,1,4.0,1,67.0,48.1,Beginner
CAND_88696CEB,Mobile Developer,Fresher,28,10,15,1,3,9,12,0.1,0.2,0.0,0.0,3.0,1,1.0,1,59.0,15.95,Beginner
CAND_ECC9B27D,Business Analyst,Entry Level,25,10,6,3,1,7,5,0.3,0.16666666666666666,0.0625,6.0,3.0,1,1.0,1,54.5,28.08,Beginner
CAND_2A8C6E62,Frontend Developer,Junior,26,10,10,4,1,6,8,0.4,0.1111111111111111,0.05263157894736842,24.0,3.0,1,2.0,1,58.0,44.8,Beginner
CAND_3B36066F,System Administrator,Entry Level,27,2,0,0,0,2,0,0.0,0.0,0.0,12.0,4.0,1,3.0,1,66.5,21.82,Beginner
CAND_A9E3B451,AI ML,Fresher,31,10,12,8,3,2,8,0.8,0.2727272727272727,0.3333333333333333,0.0,4.0,1,1.0,1,68.5,50.15,Intermediate
CAND_5A18D8F8,Software Engineer,Fresher,27,10,11,6,6,4,4,0.6,0.6,0.2,0.0,4.0,1,1.0,1,62.5,43.12,Beginner
CAND_07E64951,Business Analyst,Fresher,20,10,6,1,0,9,6,0.1,0.0,0.0,0.0,4.0,1,3.0,1,56.0,17.8,Beginner
CAND_A6E608C7,Business Analyst,Mid Level,27,10,6,1,1,9,5,0.1,0.16666666666666666,0.125,48.0,6.0,1,4.0,1,78.5,39.47,Beginner
CAND_A28F2EEC,Data Engineer,Fresher,24,10,15,2,3,7,11,0.2222222222222222,0.21428571428571427,0.08695652173913043,0.0,2.0,1,1.0,1,48.0,20.07,Beginner
CAND_8E48F36D,Full Stack Developer,Fresher,26,10,9,6,5,4,4,0.6,0.5555555555555556,0.0,0.0,0.0,0,2.0,1,43.0,35.71,Beginner
CAND_9C0FF8DF,Frontend Developer,Fresher,27,10,10,1,2,9,7,0.1,0.2222222222222222,0.0,0.0,4.0,1,4.0,1,68.5,22.65,Beginner
CAND_EAD23AB4,Data Scientist,Junior,26,10,9,3,5,7,4,0.3,0.5555555555555556,0.15789473684210525,24.0,5.0,1,0.0,0,64.0,43.12,Beginner
CAND_DF85C5F4,Software Engineer,Fresher,23,10,11,5,5,5,5,0.5,0.5,0.25,0.0,6.0,1,3.0,1,70.5,43.27,Beginner
CAND_BB15F178,Mobile Developer,Junior,27,10,15,3,1,7,14,0.3,0.06666666666666667,0.08,24.0,5.0,1,1.0,1,67.5,39.24,Beginner
CAND_D56C18AC,Backend Developer,Junior,24,10,9,2,1,7,8,0.2222222222222222,0.1111111111111111,0.058823529411764705,24.0,6.0,1,2.0,1,70.0,38.38,Beginner
CAND_D9BC45D9,Machine Learning Engineer,Entry Level,21,10,1,1,0,9,1,0.1,0.0,0.0,6.0,1.0,1,2.0,1,40.5,15.44,Beginner
CAND_F30F2B5D,System Administrator,Junior,25,2,0,0,0,2,0,0.0,0.0,0.0,36.0,1.0,1,3.0,1,48.5,25.09,Beginner
CAND_5C9CE78D,System Administrator,Entry Level,27,2,0,0,0,2,0,0.0,0.0,0.0,12.0,6.0,1,4.0,1,78.5,24.43,Beginner
CAND_13A77FEA,Machine Learning Engineer,Junior,25,10,1,4,0,6,1,0.4,0.0,0.18181818181818182,36.0,1.0,1,1.0,1,44.5,39.62,Beginner
CAND_73DE9983,Business Analyst,Fresher,22,10,6,2,0,8,6,0.2,0.0,0.0625,0.0,3.0,1,3.0,1,54.0,22.64,Beginner
CAND_6BE4AA3D,System Administrator,Junior,24,2,0,0,0,2,0,0.0,0.0,0.0,24.0,2.0,1,0.0,0,46.0,20.63,Beginner
CAND_5C36C48B,Security Engineer,Fresher,25,10,13,0,3,10,8,0.0,0.2727272727272727,0.0,0.0,1.0,1,3.0,1,48.5,12.82,Beginner
CAND_8CDAD9E3,UI/UX Designer,Junior,23,10,7,0,0,10,7,0.0,0.0,0.0,36.0,2.0,1,1.0,1,46.5,22.66,Beginner
CAND_3C84B37C,Data Engineer,Entry Level,22,10,15,3,6,6,8,0.3333333333333333,0.42857142857142855,0.13043478260869565,12.0,4.0,1,1.0,1,55.0,36.83,Beginner
CAND_4B92905C,Product Manager,Junior,24,8,0,2,0,6,0,0.25,0.0,0.25,24.0,4.0,1,1.0,1,58.0,38.65,Beginner
CAND_D52EB92A,Mobile Developer,Entry Level,26,10,15,3,4,7,11,0.3,0.26666666666666666,0.04,6.0,5.0,1,0.0,0,64.0,27.22,Beginner
CAND_EBD269B4,Mobile Developer,Fresher,22,10,15,2,2,8,13,0.2,0.13333333333333333,0.08,0.0,4.0,1,2.0,1,57.0,22.38,Beginner
CAND_467AD6DE,Security Engineer,Entry Level,25,10,13,2,2,8,9,0.2,0.18181818181818182,0.047619047619047616,6.0,3.0,1,4.0,1,60.5,30.31,Beginner
CAND_55F300D4,Backend Developer,Fresher,22,10,9,4,0,5,9,0.4444444444444444,0.0,0.0,0.0,0.0,0,0.0,0,33.0,19.43,Beginner
CAND_158E11EF,Data Scientist,Entry Level,22,10,9,3,5,7,4,0.3,0.5555555555555556,0.15789473684210525,6.0,6.0,1,2.0,1,67.0,36.02,Beginner
CAND_C71DBFC2,Data Analyst,Entry Level,22,10,7,6,3,4,4,0.6,0.42857142857142855,0.17647058823529413,12.0,3.0,1,4.0,1,56.0,54.23,Intermediate
CAND_5CCED92E,Business Analyst,Entry Level,26,10,6,4,2,6,4,0.4,0.3333333333333333,0.125,12.0,4.0,1,3.0,1,65.0,42.96,Beginner
CAND_2C17B397,Data Scientist,Mid Level,26,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,48.0,3.0,1,1.0,1,56.0,43.61,Beginner
CAND_483D9FC9,Machine Learning Engineer,Fresher,23,10,1,0,0,10,1,0.0,0.0,0.0,0.0,3.0,1,3.0,1,55.5,13.78,Beginner
CAND_C104C052,DevOps Engineer,Entry Level,26,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,12.0,0.0,0,0.0,0,39.0,10.88,Beginner
CAND_890DC434,Data Scientist,Junior,28,10,9,3,5,7,4,0.3,0.5555555555555556,0.15789473684210525,36.0,5.0,1,3.0,1,73.0,49.57,Beginner
CAND_73ECB217,Data Engineer,Entry Level,24,10,15,1,5,8,9,0.1111111111111111,0.35714285714285715,0.0,6.0,4.0,1,2.0,1,60.0,23.77,Beginner
CAND_DE3C512B,System Administrator,Entry Level,22,2,0,1,0,1,0,0.5,0.0,0.5,6.0,3.0,1,1.0,1,50.0,40.75,Beginner
CAND_9B16363E,System Administrator,Entry Level,22,2,0,1,0,1,0,0.5,0.0,0.5,6.0,6.0,1,5.0,1,73.0,49.9,Beginner
CAND_07DB28DB,Mobile Developer,Entry Level,29,10,15,0,3,10,12,0.0,0.2,0.04,6.0,5.0,1,3.0,1,74.5,21.08,Beginner
CAND_4F590941,Frontend Developer,Fresher,24,10,10,3,1,7,8,0.3,0.1111111111111111,0.10526315789473684,0.0,5.0,1,1.0,1,63.0,24.84,Beginner
CAND_27AEE92D,QA Engineer,Junior,26,10,8,0,3,10,5,0.0,0.375,0.0,36.0,2.0,1,4.0,1,57.0,32.93,Beginner
CAND_9D120F17,Machine Learning Engineer,Entry Level,27,10,1,2,0,8,1,0.2,0.0,0.18181818181818182,6.0,6.0,1,3.0,1,76.5,29.3,Beginner
CAND_C0A5A7C8,UI/UX Designer,Junior,22,10,7,0,0,10,7,0.0,0.0,0.0,36.0,7.0,1,3.0,1,74.0,29.7,Beginner
CAND_B6694227,DevOps Engineer,Entry Level,26,10,7,2,1,8,6,0.2,0.14285714285714285,0.0,6.0,2.0,1,1.0,1,51.0,21.06,Beginner
CAND_B3682798,DevOps Engineer,Fresher,24,10,7,2,0,8,7,0.2,0.0,0.11764705882352941,0.0,5.0,1,3.0,1,67.0,24.11,Beginner
CAND_4F688CB6,Machine Learning Engineer,Junior,27,10,1,3,0,7,1,0.3,0.0,0.18181818181818182,24.0,4.0,1,2.0,1,64.5,41.95,Beginner
CAND_948E6EBF,Business Analyst,Entry Level,24,10,6,3,2,7,4,0.3,0.3333333333333333,0.125,12.0,4.0,1,4.0,1,64.0,40.91,Beginner
CAND_BF4EE5BD,System Administrator,Fresher,23,2,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,1,1.0,1,46.5,7.66,Beginner
CAND_5B5C9DCD,Data Scientist,Entry Level,25,10,9,3,5,7,4,0.3,0.5555555555555556,0.05263157894736842,12.0,2.0,1,2.0,1,51.5,35.75,Beginner
CAND_89C82FE6,DevOps Engineer,Entry Level,28,10,7,3,3,7,4,0.3,0.42857142857142855,0.058823529411764705,6.0,3.0,1,1.0,1,59.0,30.87,Beginner
CAND_5ACCDB4D,DevOps Engineer,Entry Level,28,10,7,2,2,8,5,0.2,0.2857142857142857,0.058823529411764705,6.0,2.0,1,1.0,1,54.0,23.52,Beginner
CAND_5D8C5893,Data Engineer,Entry Level,21,10,15,1,4,8,10,0.1111111111111111,0.2857142857142857,0.043478260869565216,6.0,6.0,1,2.0,1,65.5,23.98,Beginner
CAND_0036418C,Data Engineer,Entry Level,25,10,15,3,3,6,11,0.3333333333333333,0.21428571428571427,0.13043478260869565,6.0,6.0,1,3.0,1,73.5,35.86,Beginner
CAND_CA95DCB2,Machine Learning Engineer,Junior,25,10,1,3,0,7,1,0.3,0.0,0.09090909090909091,24.0,2.0,1,0.0,0,47.5,34.07,Beginner
CAND_855EB8DC,Data Scientist,Junior,25,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,24.0,2.0,1,2.0,1,51.5,43.72,Beginner
CAND_655D4519,Full Stack Developer,Entry Level,27,10,9,8,5,2,4,0.8,0.5555555555555556,0.16666666666666666,12.0,3.0,1,2.0,1,59.5,59.53,Intermediate
CAND_E0A5A48C,System Administrator,Entry Level,24,2,0,1,0,1,0,0.5,0.0,0.5,12.0,8.0,1,2.0,1,80.0,48.0,Beginner
CAND_1D59A155,Business Analyst,Fresher,26,10,6,5,1,5,5,0.5,0.16666666666666666,0.0625,0.0,3.0,1,4.0,1,62.0,38.7,Beginner
CAND_69CE3B8F,Frontend Developer,Entry Level,24,10,10,2,2,8,7,0.2,0.2222222222222222,0.10526315789473684,6.0,5.0,1,2.0,1,65.0,27.8,Beginner
CAND_2CD6E78A,AI ML,Mid Level,31,10,12,8,4,2,7,0.8,0.36363636363636365,0.23809523809523808,48.0,2.0,1,4.0,1,64.5,68.77,Intermediate
CAND_882C4BA9,Data Scientist,Junior,23,10,9,3,6,7,3,0.3,0.6666666666666666,0.21052631578947367,24.0,6.0,1,1.0,1,66.5,47.15,Beginner
CAND_6DD7832F,Cloud Engineer,Entry Level,22,10,7,1,0,9,7,0.1,0.0,0.058823529411764705,12.0,2.0,1,2.0,1,47.0,22.07,Beginner
CAND_11560C3A,Business Analyst,Entry Level,25,10,6,4,2,6,4,0.4,0.3333333333333333,0.0625,6.0,4.0,1,3.0,1,63.5,38.2,Beginner
CAND_DC9887B0,Security Engineer,Mid Level,24,10,13,2,2,8,9,0.2,0.18181818181818182,0.0,48.0,3.0,1,0.0,0,51.0,32.37,Beginner
CAND_B80FF6DD,QA Engineer,Fresher,25,10,8,0,1,10,7,0.0,0.125,0.0,0.0,2.0,1,0.0,0,47.5,6.96,Beginner
CAND_50CFD30B,Data Analyst,Entry Level,30,10,7,6,3,4,4,0.6,0.42857142857142855,0.17647058823529413,12.0,5.0,1,2.0,1,74.0,51.13,Intermediate
CAND_8CEE1D44,UI/UX Designer,Fresher,27,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,0.0,6.0,1,0.0,0,70.5,9.95,Beginner
CAND_0FC29AAA,Frontend Developer,Junior,25,10,10,2,2,8,7,0.2,0.2222222222222222,0.10526315789473684,24.0,6.0,1,1.0,1,69.5,37.28,Beginner
CAND_66993624,Security Engineer,Entry Level,22,10,13,1,3,9,8,0.1,0.2727272727272727,0.09523809523809523,6.0,5.0,1,0.0,0,58.0,19.81,Beginner
CAND_803FE56A,UI/UX Designer,Fresher,23,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,0.0,6.0,1,1.0,1,66.5,11.75,Beginner
CAND_AD04AFA7,Software Engineer,Entry Level,28,10,11,5,5,5,5,0.5,0.5,0.15,6.0,3.0,1,2.0,1,61.0,43.05,Beginner
CAND_38E2C012,Cloud Engineer,Entry Level,22,10,7,0,1,10,6,0.0,0.14285714285714285,0.0,6.0,3.0,1,0.0,0,48.0,12.58,Beginner
CAND_12A15A14,Business Analyst,Entry Level,21,10,6,2,2,8,4,0.2,0.3333333333333333,0.125,12.0,5.0,1,2.0,1,60.5,32.73,Beginner
CAND_45FCAABA,Data Analyst,Entry Level,31,10,7,6,3,4,4,0.6,0.42857142857142855,0.11764705882352941,12.0,2.0,1,0.0,0,56.5,43.71,Beginner
CAND_F6747815,Mobile Developer,Entry Level,21,10,15,1,2,9,13,0.1,0.13333333333333333,0.12,6.0,6.0,1,1.0,1,63.5,21.06,Beginner
CAND_F27C300E,AI ML,Fresher,32,10,12,8,3,2,8,0.8,0.2727272727272727,0.3333333333333333,0.0,8.0,1,0.0,0,88.0,49.13,Beginner
CAND_019CF316,System Administrator,Fresher,24,2,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1,2.0,1,45.0,7.92,Beginner
CAND_F532A9F7,Software Engineer,Junior,27,10,11,4,5,6,5,0.4,0.5,0.15,36.0,4.0,1,1.0,1,62.5,48.38,Beginner
CAND_101BC5AC,Data Analyst,Fresher,26,10,7,5,3,5,4,0.5,0.42857142857142855,0.11764705882352941,0.0,6.0,1,2.0,1,73.0,38.7,Beginner
CAND_6588CF8B,System Administrator,Entry Level,26,2,0,0,0,2,0,0.0,0.0,0.0,6.0,2.0,1,3.0,1,55.0,15.83,Beginner
CAND_5B59B02D,Backend Developer,Entry Level,25,10,9,4,3,5,6,0.4444444444444444,0.3333333333333333,0.23529411764705882,12.0,5.0,1,2.0,1,66.5,44.47,Beginner
CAND_2DE6AEAE,Product Manager,Fresher,29,8,0,1,0,7,0,0.125,0.0,0.125,0.0,6.0,1,0.0,0,73.5,15.55,Beginner
CAND_59ED5EEB,Cloud Engineer,Fresher,25,10,7,1,2,9,5,0.1,0.2857142857142857,0.058823529411764705,0.0,7.0,1,0.0,0,72.5,16.36,Beginner
CAND_9CC3FCBB,Product Manager,Entry Level,29,8,0,1,0,7,0,0.125,0.0,0.0,6.0,2.0,1,1.0,1,55.5,16.86,Beginner
CAND_E1832C18,Software Engineer,Entry Level,23,10,11,5,4,5,6,0.5,0.4,0.05,6.0,2.0,1,3.0,1,50.5,40.36,Beginner
CAND_30CE0390,System Administrator,Entry Level,22,2,0,0,0,2,0,0.0,0.0,0.0,6.0,3.0,1,1.0,1,50.0,13.25,Beginner
CAND_D8D3770A,Security Engineer,Junior,28,10,13,1,6,9,5,0.1,0.5454545454545454,0.14285714285714285,36.0,5.0,1,5.0,1,77.0,45.45,Beginner
CAND_971F2ADE,Frontend Developer,Junior,22,10,10,0,2,10,7,0.0,0.2222222222222222,0.0,24.0,1.0,1,1.0,1,40.0,22.89,Beginner
CAND_08C7C7E0,Data Analyst,Junior,28,10,7,5,3,5,4,0.5,0.42857142857142855,0.17647058823529413,24.0,2.0,1,1.0,1,54.0,49.97,Beginner
CAND_73C683A4,Data Scientist,Junior,20,10,9,4,4,6,5,0.4,0.4444444444444444,0.3157894736842105,24.0,6.0,1,1.0,1,62.0,50.28,Intermediate
CAND_3FB8B550,System Administrator,Entry Level,27,2,0,1,0,1,0,0.5,0.0,0.5,6.0,4.0,1,1.0,1,62.5,41.38,Beginner
CAND_22BECBC8,UI/UX Designer,Entry Level,21,10,7,0,1,10,6,0.0,0.14285714285714285,0.058823529411764705,6.0,5.0,1,2.0,1,60.5,18.09,Beginner
CAND_4CBAA846,QA Engineer,Junior,27,10,8,1,2,9,6,0.1,0.25,0.0,24.0,6.0,1,2.0,1,74.5,34.23,Beginner
CAND_C6BE297C,Cloud Engineer,Fresher,24,10,7,1,1,9,6,0.1,0.14285714285714285,0.058823529411764705,0.0,7.0,1,2.0,1,75.0,19.06,Beginner
CAND_A2D7E757,AI ML,Fresher,27,10,12,8,4,2,7,0.8,0.36363636363636365,0.19047619047619047,0.0,3.0,1,2.0,1,59.5,50.47,Intermediate
CAND_F1C979C3,Product Manager,Entry Level,24,8,0,1,0,7,0,0.125,0.0,0.0,6.0,5.0,1,3.0,1,67.0,23.1,Beginner
CAND_F21F84E5,Software Engineer,Fresher,26,10,11,6,4,4,6,0.6,0.4,0.3,0.0,6.0,1,0.0,0,69.0,40.95,Beginner
CAND_2D88BB5F,Security Engineer,Fresher,26,10,13,2,2,8,9,0.2,0.18181818181818182,0.047619047619047616,0.0,3.0,1,0.0,0,54.0,18.23,Beginner
CAND_D7077271,AI ML,Entry Level,29,10,12,8,3,2,8,0.8,0.2727272727272727,0.09523809523809523,6.0,2.0,1,2.0,1,57.5,50.11,Intermediate
CAND_070A80FA,UI/UX Designer,Fresher,21,10,7,0,0,10,7,0.0,0.0,0.0,0.0,2.0,1,2.0,1,45.5,9.61,Beginner
CAND_DA28A0D9,Frontend Developer,Junior,21,10,10,1,2,9,7,0.1,0.2222222222222222,0.05263157894736842,24.0,6.0,1,4.0,1,69.5,38.49,Beginner
CAND_EA5932A7,DevOps Engineer,Junior,24,10,7,1,2,9,5,0.1,0.2857142857142857,0.058823529411764705,24.0,5.0,1,2.0,1,65.0,34.99,Beginner
CAND_1FD4A2D4,QA Engineer,Junior,27,10,8,0,2,10,6,0.0,0.25,0.0,24.0,0.0,0,1.0,1,42.5,21.62,Beginner
CAND_5A182960,Software Engineer,Entry Level,27,10,11,4,6,6,4,0.4,0.6,0.05,12.0,1.0,1,1.0,1,47.5,36.29,Beginner
CAND_90FF3F62,Frontend Developer,Fresher,27,10,10,3,2,7,7,0.3,0.2222222222222222,0.0,0.0,3.0,1,3.0,1,61.5,28.3,Beginner
CAND_A18CC28B,Backend Developer,Entry Level,21,10,9,3,4,6,5,0.3333333333333333,0.4444444444444444,0.0,12.0,1.0,1,3.0,1,42.5,35.07,Beginner
CAND_CC1EA5F9,Product Manager,Entry Level,24,8,0,1,0,7,0,0.125,0.0,0.0,6.0,1.0,1,3.0,1,47.0,18.77,Beginner
CAND_977CD617,DevOps Engineer,Fresher,26,10,7,1,4,9,3,0.1,0.5714285714285714,0.11764705882352941,0.0,3.0,1,4.0,1,62.0,27.58,Beginner
CAND_41598B1B,UI/UX Designer,Fresher,24,10,7,0,0,10,7,0.0,0.0,0.0,0.0,3.0,1,1.0,1,53.0,9.65,Beginner
CAND_CAFC0737,Data Analyst,Entry Level,23,10,7,5,3,5,4,0.5,0.42857142857142855,0.23529411764705882,12.0,8.0,1,2.0,1,78.5,48.24,Beginner
CAND_868B1F29,Cloud Engineer,Junior,23,10,7,3,1,7,6,0.3,0.14285714285714285,0.17647058823529413,36.0,5.0,1,1.0,1,61.5,41.15,Beginner
CAND_2DAD5447,Backend Developer,Entry Level,24,10,9,4,4,5,5,0.4444444444444444,0.4444444444444444,0.058823529411764705,6.0,3.0,1,2.0,1,55.0,38.6,Beginner
CAND_4BE386E0,Security Engineer,Mid Level,23,10,13,4,2,6,9,0.4,0.18181818181818182,0.14285714285714285,48.0,5.0,1,2.0,1,63.5,47.14,Beginner
CAND_2F35F2E5,Software Engineer,Fresher,27,10,11,5,5,5,5,0.5,0.5,0.3,0.0,5.0,1,4.0,1,73.5,46.17,Beginner
CAND_D4E6721E,Security Engineer,Entry Level,25,10,13,1,6,9,5,0.1,0.5454545454545454,0.14285714285714285,6.0,6.0,1,2.0,1,71.5,27.92,Beginner
CAND_D188E410,Security Engineer,Fresher,28,10,13,2,4,8,7,0.2,0.36363636363636365,0.047619047619047616,0.0,3.0,1,1.0,1,59.0,22.3,Beginner
CAND_DC901279,Mobile Developer,Junior,25,10,15,2,1,8,14,0.2,0.06666666666666667,0.04,24.0,4.0,1,1.0,1,59.5,34.24,Beginner
CAND_716CFA4B,Data Analyst,Entry Level,30,10,7,7,3,3,4,0.7,0.42857142857142855,0.058823529411764705,6.0,3.0,1,4.0,1,68.0,53.32,Intermediate
CAND_C4DB15FB,Data Analyst,Entry Level,28,10,7,5,3,5,4,0.5,0.42857142857142855,0.17647058823529413,12.0,5.0,1,2.0,1,71.0,46.98,Beginner
CAND_7AC81F52,Software Engineer,Fresher,29,10,11,6,6,4,4,0.6,0.6,0.15,0.0,2.0,1,3.0,1,59.5,44.56,Beginner
CAND_2A57D496,Business Analyst,Fresher,27,10,6,5,1,5,5,0.5,0.16666666666666666,0.0625,0.0,4.0,1,1.0,1,62.5,32.73,Beginner
CAND_6E3531D3,Data Analyst,Entry Level,30,10,7,7,3,3,4,0.7,0.42857142857142855,0.23529411764705882,6.0,3.0,1,2.0,1,64.0,51.77,Intermediate
CAND_4B70C16D,UI/UX Designer,Entry Level,28,10,7,0,0,10,7,0.0,0.0,0.0,12.0,2.0,1,0.0,0,52.0,13.43,Beginner
CAND_D9E731C5,Software Engineer,Entry Level,26,10,11,5,5,5,5,0.5,0.5,0.3,6.0,5.0,1,2.0,1,68.0,45.65,Beginner
CAND_DE34677F,Machine Learning Engineer,Fresher,23,10,1,2,0,8,1,0.2,0.0,0.0,0.0,3.0,1,2.0,1,53.5,19.68,Beginner
CAND_241CFFEE,Data Scientist,Junior,26,10,9,3,4,7,5,0.3,0.4444444444444444,0.21052631578947367,24.0,7.0,1,4.0,1,82.0,51.7,Intermediate
CAND_5E164399,Business Analyst,Junior,23,10,6,1,2,9,4,0.1,0.3333333333333333,0.0625,24.0,3.0,1,2.0,1,53.5,34.95,Beginner
CAND_6F846FD6,Software Engineer,Entry Level,26,10,11,8,4,2,6,0.8,0.4,0.15,12.0,5.0,1,2.0,1,68.0,58.15,Intermediate
CAND_A51772E6,Data Analyst,Entry Level,26,10,7,7,3,3,4,0.7,0.42857142857142855,0.11764705882352941,6.0,5.0,1,1.0,1,66.0,48.1,Beginner
CAND_565EE251,Cloud Engineer,Fresher,23,10,7,1,1,9,6,0.1,0.14285714285714285,0.0,0.0,2.0,1,2.0,1,48.5,15.19,Beginner
CAND_4A323C88,Mobile Developer,Junior,25,10,15,1,3,9,12,0.1,0.2,0.08,24.0,6.0,1,2.0,1,71.5,34.77,Beginner
CAND_6C2C7249,Machine Learning Engineer,Entry Level,21,10,1,1,0,9,1,0.1,0.0,0.0,6.0,0.0,0,2.0,1,35.5,13.53,Beginner
CAND_83ADEAC9,Data Scientist,Junior,22,10,9,4,4,6,5,0.4,0.4444444444444444,0.10526315789473684,24.0,2.0,1,2.0,1,47.0,46.71,Beginner
CAND_69779F98,System Administrator,Entry Level,25,2,0,0,0,2,0,0.0,0.0,0.0,12.0,2.0,1,3.0,1,53.5,19.51,Beginner
CAND_2F80ADD7,Full Stack Developer,Junior,30,10,9,7,6,3,3,0.7,0.6666666666666666,0.16666666666666666,24.0,2.0,1,1.0,1,57.0,60.35,Intermediate
CAND_840AF63A,Software Engineer,Junior,24,10,11,5,4,5,6,0.5,0.4,0.15,24.0,5.0,1,0.0,0,61.0,49.3,Beginner
CAND_26F085BD,Data Scientist,Entry Level,24,10,9,3,5,7,4,0.3,0.5555555555555556,0.21052631578947367,12.0,5.0,1,5.0,1,71.0,46.76,Beginner
CAND_2AE6E080,Frontend Developer,Entry Level,21,10,10,1,0,9,9,0.1,0.0,0.0,6.0,2.0,1,0.0,0,41.5,13.16,Beginner
CAND_3E3FA6CC,System Administrator,Entry Level,27,2,0,1,0,1,0,0.5,0.0,0.5,6.0,6.0,1,2.0,1,74.5,43.98,Beginner
CAND_AC6E1DBA,Software Engineer,Entry Level,22,10,11,4,5,6,5,0.4,0.5,0.15,12.0,3.0,1,2.0,1,52.0,42.35,Beginner
CAND_7565D3DA,Data Scientist,Junior,28,10,9,3,4,7,5,0.3,0.4444444444444444,0.15789473684210525,36.0,3.0,1,1.0,1,59.0,43.76,Beginner
CAND_159FDC58,Cloud Engineer,Entry Level,26,10,7,4,1,6,6,0.4,0.14285714285714285,0.058823529411764705,12.0,4.0,1,1.0,1,61.0,35.86,Beginner
CAND_532A83EB,System Administrator,Fresher,25,2,0,0,0,2,0,0.0,0.0,0.0,0.0,6.0,1,2.0,1,71.5,12.57,Beginner
CAND_DF9F7E3B,Product Manager,Fresher,23,8,0,2,0,6,0,0.25,0.0,0.125,0.0,2.0,1,1.0,1,46.5,19.53,Beginner
CAND_4C091E0E,Frontend Developer,Entry Level,24,10,10,0,3,10,6,0.0,0.3333333333333333,0.05263157894736842,6.0,5.0,1,4.0,1,69.0,24.32,Beginner
CAND_EBD1F031,Backend Developer,Entry Level,27,10,9,2,1,7,8,0.2222222222222222,0.1111111111111111,0.11764705882352941,12.0,4.0,1,0.0,0,60.5,27.29,Beginner
CAND_D8C878EC,AI ML,Entry Level,25,10,12,8,2,2,9,0.8,0.18181818181818182,0.2857142857142857,6.0,4.0,1,0.0,0,57.5,49.73,Beginner
CAND_5CE0C0D4,Data Engineer,Entry Level,27,10,15,3,3,6,11,0.3333333333333333,0.21428571428571427,0.13043478260869565,6.0,4.0,1,3.0,1,66.5,35.51,Beginner
CAND_AFBC42F5,Business Analyst,Entry Level,24,10,6,3,3,7,3,0.3,0.5,0.1875,6.0,7.0,1,3.0,1,77.0,38.41,Beginner
CAND_E803238B,Backend Developer,Fresher,30,10,9,6,3,3,6,0.6666666666666666,0.3333333333333333,0.23529411764705882,0.0,6.0,1,3.0,1,81.0,48.58,Beginner
CAND_ACD2D3F3,Frontend Developer,Junior,28,10,10,2,1,8,8,0.2,0.1111111111111111,0.0,36.0,3.0,1,0.0,0,57.0,31.96,Beginner
CAND_CB9CE41B,Cloud Engineer,Junior,20,10,7,2,0,8,7,0.2,0.0,0.0,24.0,4.0,1,0.0,0,50.0,30.5,Beginner
CAND_BE1152AA,AI ML,Fresher,28,10,12,8,3,2,8,0.8,0.2727272727272727,0.23809523809523808,0.0,3.0,1,3.0,1,63.0,52.45,Intermediate
CAND_DD3B94FF,Backend Developer,Entry Level,24,10,9,2,2,7,7,0.2222222222222222,0.2222222222222222,0.0,6.0,3.0,1,2.0,1,55.0,26.61,Beginner
