skill,forecast_week,forecast_step,predicted_count,trend,method,data_points_used,last_actual_count,avg_actual_count,growth_score,ci_lower_step12,ci_upper_step12,endpoint_anomaly_excluded
ruby,2026-W36,3,29.98,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W37,4,29.88,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W38,5,29.77,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W39,6,29.66,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W40,7,29.56,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W41,8,29.45,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W42,9,29.35,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W43,10,29.24,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W44,11,29.13,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
ruby,2026-W45,12,29.03,stable,ES,133,41,37.3,-0.3234,15.44,42.98,False
scala,2026-W34,1,30.2,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W35,2,30.14,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W36,3,30.08,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W37,4,30.02,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W38,5,29.96,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W39,6,29.9,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W40,7,29.84,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W41,8,29.78,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W42,9,29.72,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W43,10,29.66,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W44,11,29.6,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
scala,2026-W45,12,29.54,stable,ES,133,27,34.23,0.0622,16.38,42.15,False
fastapi,2026-W34,1,135.65,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W35,2,135.23,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W36,3,134.81,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W37,4,134.39,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W38,5,133.97,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W39,6,133.55,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W40,7,133.13,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W41,8,132.72,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W42,9,132.3,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W43,10,131.88,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W44,11,131.46,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
fastapi,2026-W45,12,131.04,stable,ES,133,128,96.81,-0.0034,83.49,180.26,False
svelte,2026-W34,1,45.48,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W35,2,45.6,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W36,3,45.73,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W37,4,45.86,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W38,5,45.99,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W39,6,46.12,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W40,7,46.25,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W41,8,46.38,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W42,9,46.51,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W43,10,46.64,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W44,11,46.77,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
svelte,2026-W45,12,46.9,stable,ES,133,46,36.8,0.0871,34.31,60.24,False
llm,2026-W34,1,226.68,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W35,2,226.26,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W36,3,225.85,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W37,4,225.43,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W38,5,225.01,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W39,6,224.6,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W40,7,224.18,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W41,8,223.76,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W42,9,223.35,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W43,10,222.93,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W44,11,222.51,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
llm,2026-W45,12,222.1,stable,ES,133,228,141.06,-0.0215,120.93,323.07,False
langchain,2026-W34,1,159.74,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W35,2,159.76,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W36,3,159.77,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W37,4,159.78,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W38,5,159.8,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W39,6,159.81,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W40,7,159.82,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W41,8,159.84,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W42,9,159.85,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W43,10,159.86,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W44,11,159.88,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
langchain,2026-W45,12,159.89,stable,ES,133,162,97.23,-0.0168,61.85,236.27,False
